text,is_sarcastic
study finds 73% of marble statuettes of achilles used to beat to death wealthy dowager,1
woman with sore throat thinks it might be anthrax,1
guy eating pistachios and watching 'sniper' doesn't seem to be part of haunted house,1
"rice krispie treat eaten in 8"" x 8"" square",1
dad's number-one fan also number-one tax break,1
the psychology of color,0
area insurance salesman celebrates 14th year of quoting fletch,1
doing the santa wrap,0
area father beginning to suspect 3-year-old a real ding-dong,1
woman who drinks 6 cups of coffee per day trying to cut down on blue light at bedtime,1
"kodak, nabisco apologize for drunken one-night merger",1
kushner assures worried ivanka they'd definitely be last jews to go,1
smear campaign against michigan candidate shows how hard it is for muslims to run for office,0
guy typing in all caps supports edward snowden,1
biologists still uncertain about evolutionary function of ugly people,1
obama always freaked out by people standing above him smiling whenever he signs bill,1
"dad with 350,000 airline miles helps families who can't afford holiday travel",0
"how much americans sleep, text and pee every day",0
black or white? let's talk about gray,0
funniest parenting tweets: what moms and dads said on twitter this week,0
michael jackson hires magical anthropomorphic giraffe as defense lawyer,1
weird porno stops at kissing,1
to your health,0
white house struggled with asian leaders names and countries at g-20,0
huffpost hill - house republicans vote unanimously to fight later,0
divest or double down?,0
half of morning run spent trying to change song on phone,1
atlantic ocean excited to move into beautiful beachfront mansion soon,1
man suddenly realizes he was duped by commercial's romanticized vision of canned beans,1
why this muslim american civil rights lawyer decided to buy a handgun,0
onion social ceo addresses user privacy concerns by adding new 'are you sure?' prompt to doxing feature,1
independent bookstore puts the dave eggers right where the fuckers can find them,1
miss nude america loses title after appearing clothed in woman's day,1
i'm going to the women's march on washington for my daughters and young girls everywhere,0
what comics can offer to bible readers,0
why are bi men less likely to open up about same-sex attraction?,0
6 necessities that you probably take for granted (but many people desperately need),0
report: greatest factor in employee retention boss sending out end-of-year note titled 'thanks team',1
gop official says 'no offense' after suggesting women should be paid less,0
"why i won't be at pride this year, in one long rant",0
kavanaugh offers elena kagan pull of vodka from aquafina bottle,1
"'the daily show' remembers anthony scaramucci, a man taken before his time",0
can the u.s. and india create an enduring entente?,0
5-year-old alabama boy misses fun 'bunker grandpa',1
ted cruz blasts new york times for keeping book off bestseller list,0
"report: well, here we go",1
how to grocery shop for lasting beauty,0
shredding the past,0
philip morris: 'please talk to your cooler children about cigarettes',1
jenna bush's federally protected wetlands now open for public drilling,1
black ribbon in the balsam,0
meghan heffern of the cw's backpackers is a mickey mouse fan,0
airasia search continues but bad weather drives back divers,0
kate hudson and dakota johnson pose for adorable pic with their famous moms,0
paul ryan halts push to bring back earmarks,0
it's high time we research medical marijuana,0
perhaps we need corporate 'loyalty oaths',0
study finds suspicious circumstances still leading cause of death in russia,1
"ny times columnist david brooks explores sin, virtue in new book",0
fourth-grader drawing big blank on which year 9/11 terror attacks occurred,1
would a push to hire more women reduce gender pay-gap? not until we fix the pipeline,0
world's last bob hope fan dies of old age,1
30-year-old factors in birthday money,1
swiss threaten ricola embargo,1
the soul-crushing reality of the stay-at-home dad,0
queen elizabeth announces success of monarchy's recent diversity initiative,1
group of '90s footnotes welcomes gingrich home,1
gop's new plan to repeal obamacare is missing one obvious thing,0
nation's fact-checkers confirm they'll probably wrap up evaluating trump's statements by 2050 at latest,1
muslim man shot near mosque in texas,0
barack obama skewers donald trump for losing his twitter access,0
"sweating, suitcase-clutching michael cohen standing on roof of trump tower starting to think helicopter never coming to take him away",1
these epic 360-degree photos will make you feel like you're on vacation,0
the new iphone led twitter to think of #iphonefeatures4politicians,0
a 'married... with children' spinoff is reportedly happening,0
kid with massive head probably psychic,1
michelin introduces tires for women,1
ames executives scrambling after new shovel design leaks,1
guy who died playing 'league of legends' in internet café really starting to ruin game for other patrons,1
red hot chili peppers accidentally write song about new hampshire,1
delta blues poised for biggest revival since 1915,1
body donated to religion,1
white house: trump didn't mean wiretapping when he accused obama of wiretapping,0
"hong kong actor wears 'brown face,' highlights prejudice among asians",0
"lebron james took 5,000 kids to a theme park in the name of education",0
rihanna hung out with jake gyllenhaal and jay z at a nyc boxing match,0
jerry always willing to pick up overtime,1
"kansas changes spelling of name to 'cannsas'; 'it looks cooler that way,' governor says",1
scholars say constitution is open to differing interpretations because nobody can read that crazy script,1
pacific ocean quarantined after contact with carnival cruise ship,1
the inside scoop on fall's must-see movies,0
are you missing something vital from your growth hacking strategy?,0
"researchers find decline in facebook use could be directly linked to desire to be happy, fully functioning person",1
tesla's elon musk is thinking about designing an electric plane,0
tony hale reveals the new york inspiration for buster bluth's personality,0
obama administration warns schools to allow transgender access to bathrooms,0
mesquite bbq visine selling poorly outside texas,1
how to use facebook to make yourself happy,0
this obama-themed clothing line just dropped into your life,0
franchesca ramsey's retirement home for trump fans is brilliant,0
"jimmy fallon, judd apatow and keanu reeves perform stand-up written by kids",0
100 ways to connect intimately with your partner,0
girlfriend's dad pretty hot,1
arianna joins payoff to 'reshape' financial services industry,0
"kansas will remain a free state, inshallah",0
"fda figures it will get around to regulating supplements with names like black widow, yellow demon",1
nation's cuckolded husbands gear up for first day of hunting season with wives' lovers,1
devin nunes vows to 'never' reveal source of surveillance claims,0
"karl lagerfeld horrified by uninspired, garish tunnel of light coming toward him",1
jon stewart co-hosts sportscenter to support wounded veteran athletes,0
enchilada premonition comes to pass,1
"attorney, client privileged",1
world wildlife fund publishes photo of what species last seen in 1987 might have evolved to look like,1
"what is mindful eating, and how do you practice it?",0
jakob dylan still not convinced father a better songwriter,1
marcellus williams prosecutor drew scrutiny in ferguson police shooting,0
here are the latest photos from march for our lives,0
"'planet earth ii' finale finally resolves will-they/won't-they storyline between snow leopard, golden eagle",1
new poll finds millennials far more likely to politically identify as feudalists than previous generations,1
unregistered sex offender notifies neighbors in his own way,1
"old, wizened fantasy character confirms that the darkness is rising",1
friend's grandma to give you hug too,1
sara gilbert crush finally starting to subside,1
steve kerr gave an impassioned plea for gun control that everyone should hear,0
no one else but you invited to creepy dave's debate party,1
trump administration proposes massive expansion of offshore drilling,0
bill o'reilly tearfully packs up framed up-skirt photos from desk,1
is this the end of the trump reality show?,0
biologists unveil new taxonomic system classifying species by hotness,1
my daddy taught me not to read directions,0
"great legs, gross teeth: endurance runners and tooth decay",0
"you've just been slammed, slam poetry",0
sunday roundup,0
nation's insomniacs speak out against world's-strongest-man competitions,1
lingerie made for queer people? now there's a boutique for that,0
frontier mother just wants one nice family photo that doesn't end in fatality,1
7 styling tricks to spruce up your home this year,0
"nation tired of having to skim past headlines about apple, samsung lawsuit",1
sarah huckabee sanders unable to answer any questions about administration after signing non-disclosure agreement,1
"why christ, mao and the buddha are making a comeback in china",0
area man already knows which chicken tender he's saving for last,1
new urban visor blocks out the poor,1
5-year-old boy faces a tough decision about his girlfriends,0
parenting: the ultimate juggling act,0
teen anxious for cigarette addiction to kick in,1
more berkeley professors shown to have violated sexual misconduct policy,0
area man patiently waiting for humiliating email to cycle off first page,1
fourth of july ice-cream cake,0
can this man save detroit public schools?,0
trump vows to kill 50 years of federal health and safety protections,0
slushing in utah at the end of ski season,0
10 easy-to-tackle super bowl sweets,0
elect to watch all 13 of stephen curry's record-breaking 3-pointers,0
seattle mayor's accuser in sex-abuse lawsuit comes forward,0
friday's morning email: charleston gunman planned attack for months,0
nypd cop who fatally shot ramarley graham found guilty of bad judgment,0
"a surprising way to organize books, from mark cutler (video)",0
aclu drags taylor swift for trying to silence critic,0
will puerto rico be the prequel to global post-climate change dystopia?,0
friendship blossoms into unrequited love,1
"'it's real easy,' declares it guy about to speak incoherently for next 30 seconds",1
microsoft unveils next best thing to teleportation,0
9 printable mother's day cards for procrastinators,0
habitat for humanity investigated for working conditions after 92-year-old laborer collapses on site,1
gunman kills zero at kansas city area mall,1
more cities providing bins for materials that look recyclable,1
ted cruz says gop leaders planned to cave on immigration all along,0
"sole remaining lung filled with rich, satisfying flavor",1
doing academic time,0
george takei accused of groping former male model in 1981,0
my wakeup call from arianna huffington,0
eminem releases single about hugging elton john at grammys then ripping his dick off with pliers,1
gloria steinem warns that donald trump & state laws will endanger women's rights,0
obama supporter has perfectly improbable explanation absolving president from blame for scandals,1
"chattanooga shooter obtained some guns legally, intended to 'murder' police: officials",0
supreme court gets free box of shoes after mentioning nike in ruling,1
"in iran and north korea, trump is playing with nuclear fire",0
recount reveals nader defeated,1
paul hogan admits he's still searching for that one career-defining role,1
"no, going to pride week as an ally doesn't 'make you gay'",0
u.s. labels rohingya crisis an 'ethnic cleansing',0
argument between employees shatters illusion of professionalism traditionally associated with walgreens,1
18 awesome picnic recipes (that aren't sandwiches),0
area man really banking on unconditional love doing most of heavy lifting for mother's day bouquet,1
cretinous reprobate home for the holidays,1
olive garden voted best italian restaurant in annual 'milwaukee magazine' awards,1
the top 10 workout songs for february,0
why tens of thousands of people are signing up for this online happiness course,0
decades of blasts in middle east beginning to expose earth's mantle,1
heston: 'we must arm ourselves if we are to defeat the apes',1
obama announces we are invading iran right now,1
"weird, creepy guy just hanging around same website all day long",1
cc sabathia opens up for first time since entering rehab,0
the woman who would be philadelphia's new mayor,0
taxi driver just taking his time as if man not late for color me mine pottery party,1
a fan got a tattoo of jose bautista's bat flip,0
dead facebook friend from high school still has cartman profile picture,1
shake shack celebrates the return of 'will & grace' in sweet (and boozy) way,0
trump slams worldwide jewish conspiracy for not doing more to prevent synagogue shooting,1
manager slits own throat after realizing some members of company not on same page,1
madrid's 72-year-old feminist mayor shares her wisdom on life and politics,0
"experimental anti-aging treatment still has few kinks, report infant researchers",1
donald trump calls barack obama to chit-chat about oscars in 'conan' spoof,0
employees given list of doctors shitty enough to accept company's health insurance plan,1
pepperidge factory farm under fire for inhumane treatment of milanos,1
"with ebola no longer an international emergency, let's recall how america lost its mind over it",0
lifeguard getting pretty fed up with out-of-breath kid always hanging on lane line,1
sean penn sues 'empire' creator lee daniels for claiming the actor hits women,0
new claritin flamethrower incinerates whatever causing allergies,1
secretary of agriculture finally gets around to reading fast food nation,1
gay alabama couple always dreamed of getting married surrounded by hostility,1
7 ways to look like a pro in a wine tasting room,0
"men, boys separated",1
"2 killed, 4 injured in mishap at florida coal power plant",0
"clinton camp mastered the science of politics but forgot the art, staffers say",0
kim kardashian and the toxic trend of bad celebrity health advice,0
"no more adult conversations, prayers or moments of silence",0
bill kristol: rand paul 'is totally overrated' for 2016,0
universe ends as god wakes up next to suzanne pleshette,1
wearable sensors can tell if you're sick before you even feel it,0
point in evening reached where everyone tries to lift biggest friend,1
"et, access hollywood, tmz choppers hovering above scene of gruesome red carpet dress",1
this note left in robert griffin iii's locker sure seems like a clue to his future,0
where mormon feminists stand a year after kate kelly's excommunication,0
cia on torture memo: 'we need to stop writing this stuff down',1
study finds no logical reason why planes fly,1
nation's cable companies announce they're just going to take $100 from everyone,1
meghan mccain forced to live out socialist nightmare of empathy for sick person,1
jared kushner spends fourth consecutive day silently ensnared in decorative white house spider webs,1
john kerry sits in shadows of kiev café awaiting woman known only as dasha,1
huffpost rise: what you need to know on december 21,0
psa: these are the places where it's ok to breastfeed,0
spiderman distracts dr. octopus with delicious hostess fruit pies,1
cargo ships in california slow down to protect blue whales,0
magic-markered initials fail to deter breakroom rice-cake thief,1
ferguson's easy answers,0
u.s. military lauded for creating gender-neutral killing field,1
32 data breaches larger than sony's in the past year,0
dad's previously unheard-of friend dies,1
robert pattinson is surprised to learn you still like him,0
the bus that did not stop for us: a mother's take on the headscarf court ruling,0
"for lgbt people, a routine doctor visit can be a 'degrading experience'",0
naomi campbell will face-off with lady gaga in 'american horror story: hotel',0
stop saying we need new prison beds in arkansas,0
a socal brunch spot was caught using popeyes chicken in its dishes,0
judge sentences lori loughlin to 100 hours of community theater,1
hillary clinton on las vegas shooting: 'we must stand up to the nra',0
woman-owned businesses on the rise in afghanistan,0
biden hands out loose gt cola can to unexpected trick-or-treater,1
the 'love actually' mini-sequel won't include alan rickman or emma thompson,0
anderson cooper briefly speechless when gop strategist swears he's never heard trump lie,0
net neutrality is not a leftist cause,0
the nypd has secretly been spying on cell phones since 2008,0
bryan cranston once married a couple flying over the hollywood sign,0
death row inmate loses fight over kosher food,0
grammy and tony award nominated brandon victor dixon is on broadway in motown: the musical,0
'simply unworkable': insurers blast new provision in senate health bill,0
bill murray slays as the 'bannon cannon' on 'saturday night live',0
u.s. intelligence: burundi may be developing telephone,1
facebook in real life: politics,0
'97 camaros to come with pubescent mustaches,1
he said he loved me...,0
"outside the rnc, this crisis center is addressing one of our nation's biggest problems",0
anheuser-busch delivers a bunch of beer in a self-driving truck,0
maybelline announces it will stop testing new products on unsuspecting customers in the middle of the night,1
part written specifically with sylvia saint in mind,1
outside money surge makes kansas senate race costliest in state history,0
why gay marriage doesn't open the door to polygamy,0
michelle obama explains in no uncertain terms why she won't run for office,0
bernie sanders holds back tears as brother memorializes their parents during dnc vote,0
guy who used drawing of self on dating website must be fun and also attractive,1
your career - paved road or tall grass?,0
blagojevich just getting started,1
donald trump unveils tax plan that would lower taxes for millions,0
this awesome dad crafts intricate toast breakfasts for daughter with allergies,0
trump claims substantial portions of the u.s.-mexico laser forcefield have already been built,1
whatsapp to phase out subscription fees,0
a small senate victory maintains methane regulation,0
relationship definitely hurtling toward something,1
radio dj invites whole town to some bullshit,1
election experts warn maine's voting system leads to greater risk of getting finger pinched by live lobster stuffed into ballot box,1
"mars lander staggers into nasa headquarters drunk, broke",1
amish teen spends entire rumspringa at apple store,1
watch the moving lesbian storyline that got cut from 'love actually',0
conversational lamprey slowly draining life from dinner party,1
viagra giving hope to thousands of struggling stand-up comedians,1
donald trump jr.'s rnc speech uses lines from conservative columnist,0
statues and place names continue to honor champions of slavery,0
"on jan fabre, part 2: scenes from the moral education of the human race",0
parasites just getting the hang of how host does things,1
3 reasons i haven't told people i'm doing ivf,0
paul ryan quietly doing seated ab exercises throughout state of the union,1
"schock is scrutinized around the country, but especially in his home district",0
san diego chargers are reportedly moving to los angeles,0
biden lines up sweet summer gig installing above-ground swimming pools,1
man stays up most of night rocking cat back to sleep,1
ferguson crisis is symptomatic of many other injustices,0
new hampshire passes law forcing old people to watch gays marry,1
dedicated 'humans of new york' fans raise money to send underserved kids on harvard visit,0
"domhnall gleeson, that 'nasty piece of work' general hux, is one of today's brightest actors",0
these are a few of the shelters scrambling to offer winter storm refuge,0
the hottest restaurant in new york city is in a dorm room,0
saudi crown prince begins 100 hours of court-ordered community service for murdering jamal khashoggi,1
the homemade chicken tenders recipe you can't mess up,0
robert mueller ascends into sky with umbrella after trump family promises they learned lesson about honesty,1
my experience of coming out in kentucky...,0
how 'brooklyn' became the year's best book adaptation,0
donald trump suggests hillary clinton's bodyguards should stop protecting her,0
coroner excited for first asian,1
"tearful anthropologists discover dead ancestor of humans 100,000 years too late",1
6 dreamers sue trump administration over daca decision,0
paula deen releases delicious new butter product made from her breast milk,1
last tuesday's elections gave progressive activists a much-needed morale boost,0
sport and society for arete - rio 2016,0
police uncover talk-show-guest mill in rural kentucky,1
"james fenimore cooper, famed american novelist, dies at 224",1
new study finds humans experience greatest feelings of joy when pushing 'skip ad' button,1
every book on area woman's shelves somehow related to coping,1
white house celebrates fifth straight year without oral sex,1
report: still hasn't been long enough to open restaurant called bin laden's,1
new york cracks down on payday lenders,0
new voting booths lock americans inside for 45 minutes so they can consider decision before casting ballot,1
uninsured man hopes his symptoms diagnosed this week on house,1
robert de niro to turn 58 for movie role,1
decades of hosts return for 'gma' anniversary,0
supreme court told to take down tip jar,1
area dad looking to get average phone call with adult son down to 47.5 seconds,1
here's what you need to know about obamacare enrollment this year,0
"artificial intelligence is here to help us, microsoft boss jean-philippe courtois says",0
man somehow overcomes alcoholism without jesus,1
gallup poll: rural whites prefer ahmadinejad to obama,1
bill o'reilly's advertisers can't keep looking the other way,0
"jian ghomeshi announces new podcast, gets rightfully dragged",0
uncle put more thought than usual into this year's gift cards,1
kenny chesney also poor man's kenny chesney,1
"for novelists, success is not monetary",0
area man has no idea where to get envelope,1
picking thing up from apartment floor rescheduled for thursday,1
"archaeologists discover strata of welcome back, kotter merchandise",1
infant doing everything in her power to save relationship,1
5 perfect-for-packing lunch salads,0
ruby rose and what makes gender non-conforming 'sexy' (or not),0
7 fascinating but forgotten facts from world war i (new book),0
fda recommends the blue marlin,1
lauren conrad shares 4 simple rules for dealing with pregnant women,0
"how chronic stress can create hormonal havoc, part two",0
balanced budget amendment fails amid gop fiscal hypocrisy,0
grandma told 'do not resuscitate' means 'low-sodium diet',1
obama's next chapter: write a new book,0
god purges millions of souls from heaven now that sexual assault being taken more seriously,1
crate & barrel introduces line of disgusting couches you can put on your porch,1
"new cheney memoir reveals he's going to live full, satisfied life without ever feeling remorse and there's nothing we can do about it",1
nick jonas shows off his best 'blue steel' on cover of adon magazine,0
this union is spending big with hopes of improving the plight of low-wage workers,0
u.s. adds 4 million jobs but in st. louis,1
amanda slavin: not just a statistic,0
lindsey graham can't believe he left cd with campaign song at red roof inn,1
fired trump aide: campaign chair should resign if responsible for plagiarism,0
"speculating about candidate health is mudslinging, not medicine",0
obama: 'arnold palmer had swagger before we had a name for it',0
demolishing the 7 myths propping up fossil fuels,0
"76ers top lakers for first win of season, snap 28-game skid",0
lone man with six-pack 'partying',1
nypd weighs allowing chokeholds following eric garner death,0
compliment of pants sounds suspiciously like intent to steal them,1
video proof robin williams will always make us laugh,0
unapologetic self-portraits that shatter perceptions of disability,0
new spiritually correct doll lets children show where and how jesus touched them,1
modern-day oscar wilde a homosexual,1
trump called up for vietnam service after last of draft deferments expires,1
discovery of neolithic gift shop suggests stonehenge always meant as tourist attraction,1
"microsoft debuts surface book, its first laptop, plus other new gizmos",0
craftsman confirms new hammer backwards-compatible with previous generation of nails,1
"tales of presidential transition woe, with the associated press",0
lethal injection least effective drugs man took while in prison,1
"romney makes desperate, last-ditch bid for presidency",1
paul pierce accidentally proves la is still a lakers town,0
uber rides don't get any more awkward than this,0
the 20 funniest tweets from women this week,0
an iowa teenager didn't wreck his state's health care market. here's who did.,0
"mike pence criticizes venezuela's use of torture, starvation on non-homosexual citizens",1
this halloween costume would make karl lagerfeld proud,0
pornographic website visitor chooses subscription that's right for him,1
how fico's new credit score will impact consumers,0
report: majority of money donated at church doesn't make it to god,1
deconstructing mr. damore's google diversity memo,0
michele bachmann claims there's violence in israel because jesus is 'coming soon',0
if bernie sanders wanted to solve problems like donald trump,0
zangief blasted for disrespectful celebration after fight in spain,1
nutritionists recommend 3-4 daily servings of anything that's about to go bad,1
the rise and fall of an algerian tycoon,0
amanda seyfried gave birth to her first child,0
thousands of dismembered crash test dummies line newly discovered catacombs beneath ford motor plant,1
hair weave shaved off,1
laura bush noisily devours infant,1
"man in kitchen can't remember what he got married, bought house, had 3 kids, and came in here for",1
510 chuck e. cheese tickets blown in grape-soda induced frenzy,1
"their stories, our stories: looking toward holocaust remembrance day",0
meet the trans woman who wants to change romantic comedies,0
australian asylum seekers told to choose life in jail or risk death in home countries,0
gene wilder's career in ruins following death of richard pryor,1
what's for breakfast? how about some monsanto weed killer?,0
"judge 'manipulated' 9/11 attacks case, court document alleges",0
new bailiff tired of hearing how old bailiff did things,1
code word: is 'arrogant' the new 'uppity'?,0
trump executive order helps cement guantanamo's status as a forever prison,0
magical girlfriend transmutes guilt into precious stones,1
recruiter saw your background in computer science and thought maybe you'd be interested in working part-time at a kohl's in sioux city,1
patty jenkins 'extremely distressed' over brett ratner allegations,0
uninsured man hoping for gift card to local hospital for christmas,1
washington d.c. officer shoots woman carrying knife,0
new york city makes overdose reversal drug available without a prescription,0
pharma's puerto rico problems could mean drug shortages,0
"ex-starbucks ceo howard schultz announces he considering overpriced, mediocre presidential run",1
"limbo for michael slager, ex-cop filmed shooting walter scott in the back",0
financial experts recommend young grifters start laying groundwork for long con by 25,1
christian bale given neutered male statuette named oscar,1
why we sabotage our relationships,0
clinton throws flash grenade to divert attention from question about senate voting record,1
"local man knows he moved to minneapolis for something, but can't remember what",1
report: national average now 604,1
channing tatum's pet goat has died,0
"as scott pruitt flies first class, epa barely gets off the ground",0
huffpollster: voters dump marco rubio for ted cruz,0
ambitious test on tap for real-life 'flying saucer',0
that guy from that one show not looking so hot,1
online therapy necessary to address growing mental health burden,0
new 'joker' trailer introduces iconic villain to same generation of fans,1
family without candy sits huddled in darkened house like londoners during the blitz,1
a st. paddy's day green juice crawl is a thing that exists,0
new tech-support caste arises in india,1
minnesota to replace al franken with lt. gov. tina smith,0
panicked billy graham realizes he took wrong turn into heaven's largest gay neighborhood,1
from selma to ferguson: bridge builders needed!,0
inner-city teacher inspires students to stab him,1
america thinks donald trump's debate performance was a catastrophe,0
sympathy card signed by assistant,1
massive filament snakes across sun's surface,0
here's how to instantly boost your dating confidence,0
i live in greece,0
what's new on netflix in january 2016?,0
"alex jones warns fans quitting his supplements cold turkey can lead to homosexuality, judaism",1
19 times shorter was way better,0
did president trump really say he may have taped director comey?,0
tim burton worried he going through a bit of a 14-movie slump,1
coroner's report finds no clear evidence of torture on otto warmbier's body,0
obama: 'shame on' corporations that blame obamacare for cutting wages,0
hillary clinton steals the show with pitch-perfect cameo in 'song for women 2017',0
man on verge of self-realization instead turns to god,1
'snl' version of angela merkel is not happy donald trump is time's 'person of the year',0
dirty slush machine provides children in florida taste of winter,1
area man looking for whatever the hell is beeping,1
spot where dog vomit cleaned up now noticeably cleaner than surrounding floor,1
spring clean your business,0
that one chinese place closes,1
"being a facebook wallflower isn't good for you, the social site says",0
donald trump effigies burn across mexico in easter ritual,0
open letter to all potential mayoral candidates (a response would be nice),0
dept. of homeland security introduces dhs for men,1
'breaking bad' creator thinking maybe next season should take dark turn,1
rash of high-speed chases threatens local fruit stand,1
professor pressured to sleep with student for good course evaluation,1
ritalin gummis unveiled,1
nobody keeps baby from the corner,0
your dog died,1
guinness releases abridged book of freaks for readers who just want the good stuff,1
fox producers attempt to tire out aggressive candidates before debate by letting them run around outside,1
cnn promises to maintain complete lack of editorial integrity despite at&t-time warner merger,1
"'at least days getting longer,' squeaks tiny inner voice drowned out by rest of worries",1
mackenzie bezos gains huge win in divorce settlement after successfully retaining no stake in 'washington post',1
internet pop-up quiz insulting,1
illegal activity moved 32 feet from shore,1
it's a girl for christina aguilera!,0
"disabled prisoners raped, abused, kept in solitary in australia, report says",0
stage door: forbidden broadway's gerard alessandrini,0
9 ways the most successful people see life differently,0
"breaking: wait—sorry, false alarm",1
"colleges suspend students for sexual assault, but don't actually ban them from campus",0
area man good for the economy,1
to the mother that told her son this...,0
over 300 women chime in after l.a. times details director's sex abuse reputation,0
andrew mccabe spending few days as congressional bathroom attendant to satisfy pension requirements,1
polite high school football team runs around banner that took hours to make,1
historic senator robert byrd imploded in controlled demolition,1
report: it going to take way more than an inconceivable act of violence for country to rise above politics,1
unconsciousness faked to make anesthesiologist feel better,1
strip poker ends solemnly with scar explanation,1
cost of freedom at all-time high,1
why 'death to america' isn't going to disappear overnight (but in the short term it doesn't matter),0
stephen colbert introduces the hilarious alter egos of donald trump's cabinet,0
katy perry says she'd collaborate with taylor swift under this one simple condition,0
4 full days of nashville,0
physics t.a. not born in u.s.,1
meet the visionary chicago school leader who just won a macarthur 'genius' grant,0
boss makes lipstick prints on paychecks for valentine's day,1
how to emotionally recover from the election,0
trump bestows medal of honor on john mccain's tumor,1
"adele dresses up as dolly parton, to make her feel her love",0
"mexico makes a 'risky' last-ditch attempt to save the vaquita, the world's smallest porpoise",0
pondering religion's absence as son turns 13,0
jada pinkett smith boycotts oscars for lack of diversity (update),0
robbin' season's true criminal is revealed in the latest episode of 'atlanta',0
man doesn't realize date went terribly,1
the big smooch: start the new year with a movie kiss,0
variety magazine goes to bat for hillary clinton in first-ever presidential endorsement,0
ty cobb returns to old private practice in enchanted forest toadstool,1
supreme court to consider lifting class-action bar for millions of workers,0
man trying to leave hateful message at local synagogue frustrated phone line always tied up with other threats,1
woman injured in hostile makeover,1
eighty percent of al-qaeda no. 2s now dead,1
ivanka trump incorrectly names judaism as 1 of the 3 'largest world religions',0
"foie gras, scallops snuck into opera house",1
why it should bother everyone that the oscars are so white,0
paul manafort trying to ferment vintage cheval blanc in toilet tank,1
'extinction labels' tell you how your food choices affect wildlife,0
rubio has a rocky road ahead,0
woman seamlessly transitions from being too hungry to focus on job to being too full to focus on job,1
weird new cereal sets tone for first weekend at divorced dad's,1
twister seat could make flying coach way more comfortable,0
look: this is what an lgbt ally looks like,0
the january jobs report in pictures,0
balloon deliveryman forced to take bus,1
10 stress-free suppers for the entire family,0
remember that time donald trump almost bought an nfl team?,0
"'beetlejuice' sequel is not a go, according to tim burton's rep (updated)",0
the u.s women's gymnastics team turns heads at the vmas,0
'empire' actor trai byers squashes rumors of wanting to quit the show,0
nate silver defends torture methods used to make election projections,1
letter from employer thankfully omits balls-copying incident,1
cancer walk goes under 15-straight miles of high tensile power lines,1
"turkish police raid isis safe houses, detain 22 islamic state suspects as death toll climbs",0
"nation offsets carbon footprint by planting single 300,000-foot-tall tree",1
u2 takes aim at donald trump and white supremacists in biting new music video,0
teen's natural drive to murder sexual rivals successfully channeled into 'super smash bros.' victory,1
"trump says congress won't change libel laws, but that's a decision for the states",0
'ghost plane' wreckage believed to have sunk off jamaica,0
the definitive international guide to tipping,0
charlize theron meets the kill club in new 'dark places' clip,0
starved dogs thrown from van are learning to trust humans again,0
area dad botches 'princess bride' quote,1
siblings each hoping other one will take care of aging parents someday,1
the solution to all of your budgeting problems,0
dancing with thieves,0
'she's in king david cemetery. that is where i go to see my kid now.',0
anatomy of an 'uncoupling',0
democrats express outrage as gop tax cuts inch closer to completion,0
thousands of brazilians take to the streets to demand president's impeachment,0
federal troops seize neglected child in pre-dawn raid,1
kate hudson's matthew mcconaughey impression is spot on,0
instagram now warns users against wild animal selfies,0
baltimore named city with best quality of pigeon life,1
jennifer aniston's style evolution proves that she loves an lbd,0
i know a lot of radical muslims,0
republican establishment quietly relieved party no longer their responsibility,1
california to allow prisoners to serve sentences online,1
palestinian youth and the psychological impact of violence,0
miracle dog gives birth to septuplets,1
"new rnc ad endorses roy moore: 'he's a scumbag, but he's our scumbag'",1
how to be a hero: insight from the milgram experiment,0
j.j. abrams explains how he picked the new 'star wars' character names,0
secret police enforce mourning of deng xiaoping,1
still edgy after all these years: jacaranda music's first decade,0
mitt romney 'planning to run' for senate if orrin hatch retires: report,0
"after dark: one-half nelson, artist and nightlife personality",0
'boating world magazine' giving live updates as its team of reporters reads all of mueller report,1
meet the gop congressman who wants to overturn citizens united,0
trevor noah mocks republican conspiracy theories on russian probe,0
each line of mastercard billing statement evokes infuriating vacation memory,1
4 ways the drug war harms national security,0
civilian casualty flattered to have been mistaken for hamas leader,1
"weakened hurricane patricia spares mexican cities, hits remote areas",0
nra says parkland students should be grateful for guns giving them such a memorable bonding experience,1
"woman longs for caress of boyfriend's dry, cracked, bleeding hands",1
"uma thurman, ethan hawke to sire new race of homo celbritans",1
jimmy buffett pays for own drink for first time in 17 years,1
alcoholic recovered,1
kidnapping going pretty smoothly,1
jeff sessions argues family separations only happening because current law doesn't allow him to strangle immigrants with bare hands,1
"everyone uses singular 'they,' whether they realize it or not",0
televisa host says network pressured her to say on-air sexual harassment was a hoax,0
former mexican president vicente fox issues stark warning to u.s. farmers about trump,0
authorities not even going to bother looking for motive behind oregon shooting,1
"clinton will weigh in on trade deal 'when it's final,' campaign says",0
rock fans outraged as bob dylan goes electronica,1
"5 strange 'simpsons' things you haven't seen, even after 30 years",0
white castle bathroom stall celebrates 5th conception,1
(video) aol sees growth in programmatic tv with 58 ad campaigns up,0
the fakebook inside facebook,0
isis and the g-41 world,0
how the traditional nylon toothbrush may be causing your gums to disappear,0
oakland teacher mistakenly teaches 'economics',1
teamwork mostly karen,1
sarah huckabee sanders strongly rebukes implication she doesn't lock own children in cages,1
how to navigate high school as an out transgender student,0
stephen colbert let deray mckesson interview him about his whiteness,0
50-year-old prince licks aarp representative's face,1
